Refid	Author	Title	content
1045	J. M. McCann and D. M. Harman	"Avian predation on immature stages of the locust borer, Megacyllene robiniae (Forster) (Coleoptera : Cerambycidae)"	"Avian predation on the locust borer, Megacyllene robiniae (Forster), was studied in 15 black locust (Robinia pseudoacacia Linnaeus) stands in western Maryland during 1987-88. Only woodpeckers were observed in the act of predation, but other avian species could not be discounted in assessment of past predation. The overall predation rate was low, ranging from just 0-1.7%, except in one stand where birds depredated 20% of the borers over a 2-year period. Birds focused their attacks on late instar larvae and pupae, the largest life stages. There was no evidence of predation on the much smaller, overwintering first instar larvae. Intensity of predation was related directly to larval and, especially, pupal density. Predation was more common in relatively small, unhealthy trees and in small trunks and branches. Most predation was attributed to hairy woodpeckers (Picoides villosus Linnaeus), based in part on direct observations and excavation characteristics. The overall low predation was likely due to a complex of factors that limited numerical and functional predatory responses to locust borers, including predator territorial behavior and seasonal shifts in foraging patterns, relatively low borer density, and black locust tree characteristics that could impede foraging (e.g., large thorns)."
937	"J. H. Bang, J.-K. Choi and S. Y. Lee"	Characterization of Peanut stunt virus Isolated from Black Locust Tree (Robiniapseudo-acacia L.)	"An isolate of Peanut stunt virus (PSV) isolated fromblack locust tree (Robinia pseudo-acacia L.) showingsevere mosaic and malformation symptoms, was designatedas PSV-Rp. PSV-Rp was characterized by the testsof host range, physical properties, RNA and coatprotein composition and RT-PCR analysis. Nucleotidesequences of the cucumoviruses CP genes were alsoused for identification and differentiation of PSV-Rp.Six plant species were used in the host range test ofPSV-Rp. PSV-Rp could be differentiated from eachCucumovirus strain used as a control by symptoms ofthe plants. The physical properties of PSV-Rp viruswere TIP 65oC, DEP 103, and LIP 2~3 days. In dsRNAanalysis, PSV-Rp consisted of four dsRNAs, but satelliteRNA was not detected. Analysis of the coat proteins bySDS-PAGE showed one major protein band of about 31kDa. RT-PCR using a part of Cucumovirus RNA3specific primer amplified ~950bp DNA fragments fromthe crude sap of virus-infected black locust leaves. RFLPanalysis of the RT-PCR product could differentiat PSVRpfrom CMV. The nucleotide sequence identitybetween the PSV-Rp CP and the TAV-P CP genes andthe PS-V-RP CP and CMV-Y CP genes were 61.6% and40.5%, respectively. On the other hand, the nucleotidesequence identity of the PSV-Rp CP gene was 70.9%~73.4% in comparison with those of PSV subgroup I(PSV-ER and PSV-J) and 67.3% with that of PSVsubgroup II (PSV-W). Especially, the nucleotide sequenceidentity of PSV-Rp CP gene and that of PSV-Mi thatwas proposed recently as the type member of a novelPSV subgroup III was 92.4%."
1837	P. S. Agafonova and G. A. Timchenko	The use of the virin-ENSh preparation against Lymantria dispar	"Virin-ENSh is a virus preparation produced in the Ukraine for control of L. dispar. In April 1976 trials were made to treat the egg-clutches of L. dispar in an infection focus in a 30-year-old stand of Robinia pseudoacacia, and in May 1976 9-year-old plantations of oak suffering from attack by L. dispar larvae were treated with suspensions of 106, 5 X 106, and 107 polyhedra/ml. The results of the treatments are discussed, and show that virin-ENSh gives effective control with both types of treatment."
624	"M. Kristenova, A. Exnerova and P. Stys"	Seed preferences of Pyrrhocoris apterus (Heteroptera: Pyrrhocoridae): Are there specialized trophic populations?	"The populations of the firebug Pyrrhocoris apterus (Heteroptera: Pyrrhocoridae) in Europe exhibit three kinds of host plant associations: feeding on seeds of (1) Tilia spp. (Tiliaceae), (2) Malvaceae (s. str.), and (3) Robinia pseudacacia (Fabaceae). The three host plant taxa often grow in different habitats and localities. We have tested the hypothesis that P. apterus forms on different host plants specialised \trophic populations\"" which also influence its food preference. We have collected P. apterus from localities with Tilia platyphyllos, Malva neglecta or Robinia pseudacacia as host plants and tested their preferences in a multiple choice test involving seeds of Tilia cordata, T. platyphyllos, Althaea officinalis, Alcea rosea and Robinia pseudacacia. The original host plant of P. apterus population had no influence on food preferences. However, the preferences differed between adults and the third instar larvae. The adults preferred seeds of Robinia pseudacacia followed by Althaea officinalis, while the preferences of larvae were less pronounced and ranked in order Althaea officinalis, Robinia pseudacacia, and Tilia platyphyllos. Existence of trophic populations of P. apterus was not confirmed by our experiment. Durations of feeding were longer on preferred species of seeds in both adults and larvae."""
1147	J. Toth	Casually transferred and new forest pests in Hungary	"Over the last 100 yr, 12 potential forest insect pests have been introduced into Hungary. The means by which this has happened are discussed, and a list given of the pests by year of introduction, with brief information on each. The pests are: Stictocephala bisonia, from America, in 1912; Quadraspidiotus perniciosus [Diaspidiotus perniciosus], the Californian scale insect, in 1928; Hyphantria cunea, the American fall webworm, in 1940; Antheraea yamamai, the Japanese oak silkworm, in 1960; Coleotechnites piceaella, the American spruce needle miner from North America, in 1970; Physokermes inominatus [Physokermes inopinatus], a conifer scale insect from Austria, in 1973; Corythuca ciliate [Corythucha ciliata], the sycamore [Platanus] lace bug from North America, in 1976; Parectopa robiniella, the North American black locust [Robinia pseudoacacia] leaf miner, in 1983; and Cameraria ohridella, the horse chestnut (Aesculus hippocastanum) leaf miner, in 1993."
1975	C. Vidano and A. Sommatis	European distribution of the black locust leaf miner Parectopa robiniella Clemens	Pest of Robinia pseudoacacia.
2530	M. Makslmovic	"An addendum to the biology of Lecanium species and their enemies on Robinia, Oak and Plum"	"The Lecanium species (probably L. pulchrum) found on Oak differs from that found on Robinia and Plum (L. coryli), in that the ascent takes place earlier and the descent later, the average size of the hibernating larvae is less, the development of the fixed larvae is more rapid, and the species is less subject to parasite attack. The part played by Brachytarsus nebulosus, Coccinella septempunctula, C. bipunctata, Exohomus quadripustulatus, and an unidentified wasp, in reducing the numbers of Lecanium is discussed. KEYWORDS: insect pests \ Robinia pseudoacacia insect \ insect pests \ Hemiptera \ Sternorrhyncha"
325	"Z. Liu, X. Lu, W. Ning, R. Li, D. Zhao and W. Guo"	Effects of seven species of forest plants on feeding and fecundity of Holotrichia oblita	"To clarify the feeding preferences of Holotrichia oblita (Faldermann), improve the indoor artificial breeding technology and provide materials for the trap plants, the influences of seven species of forest plants on feeding and fecundity of H. oblita with Arachis hypogaea L. as control were studied. The results showed that the average daily consumption of H. oblita to the leaves of the eight species plants were as followed; Ligustrumx vicaryi, Robinia pseucdoacacia, Juglans regia, Ulmus pumila, A. hypogaea, Salix matsudana, Toona sinensis and Populus tomentosa, in descending order. L. vicaryi, T. sinensis, P. tomentosa showed highly significant difference from the control, but the difference between R. pseucdoacacia, J. regia and U. pumila was not significant. The ovoposition per female of H. oblita were as followed: L. vicaryi, S. matsudana, J. regia, T. sinensis, A. hypogaea, U. pumila, P. tomentosa and R. pseucdoacacia, in descending order. L. vicaryi, S. matsudana, J. regia and R. pseucdoacacia showed highly significant difference from the control A. hypogaea, while S. matsudana had no highly significant difference from L. vicaryi. The results indicated that the leaves of L. vicaryi was the suitable feeding plant for H. oblita adults, slightly better than J. regia and S. matsudana, with a highest average daily consumption of 4.70 g, a longest spawning period of 56.00 d and a maximum fecundity per female of 58.88."
500	P. Savill	"Robinia pseudoacacia L. - robinia, black locust, false acacia"	"This chapter provides information about the origin and introduction of Robinia pseudoacacia in Britain. The chapter also gives an account on the climatic and site requirements, other silvicultural characteristics, diseases, natural regeneration, seed production and nursery conditions, provenance and breeding, yield and timber characteristics of the species as well as its place in British forestry."
1612	I. M. Kireeva	Phenetic methods of investigating Lymantria dispar	"Studies in the Ukraine showed that L. dispar occurred in isolated micropopulations, associated with different biotopes (oak, willow, and robinia). The larvae varied in colouring, and 3 phenes were distinguished - grey, rust-red, and with a velvety-black stripe. The percentage frequency of these phenes in the different micropopulations was determined: the grey phene was always the commonest, and the rust-red phene did not occur on willow. Transferring larvae from one food plant to a different species caused changes in the proportions of the phenes. Various physiological features such as larval survival, duration of development, weight of larvae and of pupae, sex ratio, and number of eggs laid also varied between phenes and on different food plants. The frequency of the various phenes at different stages of an outbreak also varied. The use of these findings in forecasting is explained. Control measures should be carried out when the population consists mainly of larvae with the rust-red phene and the velvety-black stripe phene."
