,entity,kingdom,item_id,entity_id,PLPE,PLSP,PLDI,PAOR,TASP,LOCA,PREV,YEAR,ANME,length,n_occurr,in_first_100,sentiment,n_tokens,vector_norm,token_i,any_digits,all_digits,any_like_num,any_title,any_oov,any_propn,any_verb,any_nsubj,any_dobj,any_compound,eppo_n_results,eppo_code,eppo_type,is_preferred,lang,active,taxonomy,n_categ,n_distrib,n_pests,n_hosts,cat_n_results,is_accepted,is_extinct
6987,study,animal,85,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0.0,1,25.268001556396484,3,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
6988,massive outbreak,animal,85,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,1,0.0,2,21.06891632080078,5,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
6989,akabane,animal,85,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,1,23.376785278320312,8,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,1,1.0,0.0
6990,ephemeral fever viruses,animal,85,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,1,1,0.0,3,17.896883010864258,11,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
6991,korea,animal,85,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,4,1,0.0,1,26.68869400024414,15,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,20,1.0,0.0
6992,|,animal,85,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,25.12411880493164,16,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
6993,a large number,animal,85,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,3,16.04113006591797,18,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
6994,akabane,animal,85,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,1,23.485795974731445,22,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,1,1.0,0.0
6995,bovine ephemeral fever (bef) infection,animal,85,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38,1,0,0.0,7,14.636307716369629,24,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
6996,the southern part,animal,85,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,3,19.0506591796875,33,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
6997,korea,animal,85,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,4,1,0.0,1,24.97357749938965,37,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,20,1.0,0.0
6998,recent information,animal,85,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,20.196321487426758,41,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
6999,seroprevalence,animal,85,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,1,24.84161949157715,44,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7000,akabane virus,animal,85,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,21.54707908630371,46,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,1,1.0,0.0
7001,akav,animal,85,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,26.172590255737305,49,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7002,bovine ephemeral fever virus,animal,85,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,1,1,0.0,4,18.896228790283203,52,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,1,1.0,0.0
7003,befv,animal,85,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,24.866971969604492,57,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7004,both diseases,animal,85,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,17.170209884643555,64,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
7005,this study,animal,85,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,21.029142379760742,68,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7006,serological assay,animal,85,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,2,18.56297492980957,71,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7007,akav,animal,85,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,25.758188247680664,74,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7008,befv,animal,85,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,24.329166412353516,76,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7009,virus neutralization assay,animal,85,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0.0,3,19.98550796508789,78,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
7010,"1,743 bovine sera",animal,85,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1,0,0.0,3,18.060312271118164,84,0,0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
7011,namwon,animal,85,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,3,0,0.0,1,23.909456253051758,89,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7012,miryang,animal,85,27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,3,0,0.0,1,26.80421257019043,91,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7013,yeongju,animal,85,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,3,0,0.0,1,27.415935516357422,93,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7014,uljin,animal,85,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,0,0.0,1,29.428241729736328,95,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7015,southern part,animal,85,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,0,0.0,2,20.173612594604492,99,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7016,korea,animal,85,31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,4,1,0.0,1,26.02326202392578,102,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,20,1.0,0.0
7017,march,animal,85,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,25.246164321899414,104,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,1,0.0,
7018,may,animal,85,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,26.090984344482422,106,0,0,0,1,1,1,0,0,0,0,2,CSCMO,1.0,0.0,2.0,1.0,8.0,0.0,0.0,33.0,0.0,24,1.0,0.0
7019,the overall seropositive rates,animal,85,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,0.0,4,14.682547569274902,110,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7020,akav,animal,85,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,26.06262969970703,115,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7021,befv,animal,85,36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,27.47776985168457,117,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7022,49.8%,animal,85,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,2,22.56206512451172,122,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7023,1.2%,animal,85,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,2,22.08378791809082,125,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7024,the regional distribution,animal,85,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,3,18.061519622802734,130,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7025,seroprevalence,animal,85,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0,0.0,1,24.483264923095703,134,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7026,akav,animal,85,41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,29.773555755615234,136,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7027,18.1%,animal,85,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2,0,0.0,2,22.54615020751953,139,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7028,63.7%,animal,85,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2,0,0.0,2,22.40586280822754,142,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7029,seroprevalences,animal,85,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,1,25.184059143066406,145,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7030,akav,animal,85,45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,27.84254264831543,147,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7031,63.7%,animal,85,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2,0,0.0,2,22.473228454589844,149,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7032,miryang,animal,85,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,3,0,0.0,1,24.903053283691406,152,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7033,uljin,animal,85,48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,0,0.0,1,26.819944381713867,157,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7034,50.7%,animal,85,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,2,22.712373733520508,159,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7035,namwon,animal,85,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,3,0,0.0,1,23.734399795532227,162,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7036,18.1%,animal,85,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,2,0,0.0,2,20.989652633666992,165,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7037,yeongju,animal,85,52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,3,0,0.0,1,26.306596755981445,168,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7038,the seropositive rates,animal,85,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,15.839726448059082,170,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7039,akav,animal,85,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,25.39571762084961,174,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7040,southern part,animal,85,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,0,0.0,2,21.2646427154541,176,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7041,korea,animal,85,56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,4,1,0.0,1,26.872709274291992,179,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,20,1.0,0.0
7042,the annual average,animal,85,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,0,0.0,3,18.515914916992188,183,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7043,the national level,animal,85,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,3,18.527421951293945,187,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7044,the other hand,animal,85,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,3,18.057764053344727,192,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7045,seropositive rates,animal,85,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,18.828201293945312,196,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7046,befv,animal,85,61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,22.17654037475586,199,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7047,four regions,animal,85,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,21.178564071655273,201,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7048,0.3 to 3.1%,animal,85,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,1,0,0.0,4,19.281269073486328,205,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7049,detail,animal,85,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,24.402528762817383,211,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7050,regional seroprevalences,animal,85,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0.0,2,18.961076736450195,213,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7051,3.1%,animal,85,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,2,22.53803825378418,216,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7052,miryang,animal,85,67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,3,0,0.0,1,24.90499496459961,219,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7053,uljin,animal,85,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,0,0.0,1,26.13070297241211,224,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7054,yeongju,animal,85,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,3,0,0.0,1,25.6628360748291,230,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7055,namwon,animal,85,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,3,0,0.0,1,24.205171585083008,236,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7056,massive outbreaks,animal,85,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,2,19.71885871887207,243,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7057,overall seropositive rates,animal,85,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0.0,3,17.28711700439453,246,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7058,the annual average,animal,85,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,0,0.0,3,18.73969268798828,255,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7059,the nation level,animal,85,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,18.93253517150879,259,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
7060,this result,animal,85,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,19.773704528808594,263,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7061,many number,animal,85,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,19.964096069335938,267,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7062,cattle,animal,85,77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,2,0,0.0,1,28.17650032043457,270,0,0,0,0,1,0,0,0,0,0,1,BOVSTA,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,14,0.0,
7063,befv,animal,85,78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,24.689544677734375,273,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7064,new born calf,animal,85,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,3,18.50057601928711,278,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
7065,cattle,animal,85,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,2,0,0.0,1,25.86494255065918,282,0,0,0,0,1,0,0,0,0,0,1,BOVSTA,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,14,0.0,
7066,farm,animal,85,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,26.800451278686523,284,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,2,1.0,0.0
7067,vaccines,animal,85,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,1,27.761608123779297,290,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7068,another epidemic,animal,85,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,20.2086238861084,294,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
7069,a national wide warning,animal,85,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,4,16.60011100769043,297,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7070,more aggressive control measure,animal,85,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,0,0.0,4,17.57497215270996,305,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
7071,recent global warming phenomenon,animal,85,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,0,0.0,4,17.421871185302734,313,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,0,,
7072,more vigorous activity,animal,85,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,16.510610580444336,320,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7073,haematophagous vectors,animal,85,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,0,0.0,2,19.15287971496582,324,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7074,it,animal,85,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,26.367082595825195,327,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
7075,arboviral diseases,animal,85,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,18.64544105529785,331,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7076,akav,animal,85,91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,25.706016540527344,335,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7077,befv,animal,85,92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,27.285560607910156,337,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7078,control,animal,85,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,26.341094970703125,354,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7079,haematophagous vectors,animal,85,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,0,0.0,2,20.428909301757812,356,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7080,diseases,animal,85,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,1,27.96036148071289,365,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
7081,akav,animal,85,96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0.0,1,25.953182220458984,368,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7082,befv,animal,85,97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0.0,1,23.718894958496094,370,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7083,2010,animal,85,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0,0.0,1,25.478113174438477,39,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7084,"1,743",animal,85,99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,27.314403533935547,84,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7085,2012,animal,85,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0,0.0,1,26.71809959411621,108,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7086,49.8,animal,85,101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,30.52863121032715,122,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7087,1.2,animal,85,102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,1,28.43049430847168,125,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7088,18.1,animal,85,103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2,0,0.0,1,29.790626525878906,139,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7089,63.7,animal,85,104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2,0,0.0,1,29.543121337890625,142,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7090,63.7,animal,85,105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2,0,0.0,1,28.957401275634766,149,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7091,62.3,animal,85,106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,29.723562240600586,154,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7092,50.7,animal,85,107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1,0,0.0,1,29.290828704833984,159,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7093,18.1,animal,85,108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2,0,0.0,1,27.248184204101562,165,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7094,four,animal,85,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,28.472333908081055,201,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7095,0.3,animal,85,110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,0,0.0,1,25.713001251220703,205,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7096,3.1,animal,85,111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,0,0.0,1,31.848360061645508,207,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7097,3.1,animal,85,112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,0,0.0,1,29.479463577270508,216,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7098,2.0,animal,85,113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,1,29.1227970123291,221,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7099,1.7,animal,85,114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,1,29.190475463867188,227,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7100,0.3,animal,85,115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,0,0.0,1,28.314149856567383,233,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7101,one,animal,85,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,25.245182037353516,240,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7102,molecular epidemiology,animal,86,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,0.0,2,20.871164321899414,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7103,bovine ephemeral fever virus,animal,86,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,1,1,0.0,4,18.33677864074707,3,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,1,1.0,0.0
7104,cattle,animal,86,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,3,1,0.0,1,27.204586029052734,8,0,0,0,0,1,0,0,0,0,0,1,BOVSTA,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,14,0.0,
7105,buffaloes,animal,86,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,3,1,0.0,1,21.72258186340332,10,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
7106,iran,animal,86,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2,1,0.0,1,25.782567977905273,12,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,9,1.0,0.0
7107,|,animal,86,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1,24.874948501586914,13,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
7108,bovine ephemeral fever,animal,86,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,1,1,0.0,3,18.87828826904297,14,0,0,0,1,1,1,0,1,0,0,0,,,,,,,,,,,1,1.0,0.0
7109,bef,animal,86,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,25.393417358398438,18,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,1,0.0,
7110,an important viral disease,animal,86,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0.0,4,17.6184024810791,21,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
